type,module,functionBoundaryOwner,line,column,snippet
onclick,29-game-loop-controls-gamepad.js,pollGamepad,5229,656,"if(sessionLimitSeconds>0&&(Number(state.usage.sessionLockedAt||0)>0||Number(state.usage.sessionSeconds||0)>=sessionLimitSeconds)){state.usage.sessionLockedAt=Number(state.usage.sessionLockedAt||Date.now());saveState(true);openModal('Tempo de jogo concluído','<div class=""parent-gate""><span>⏰</span><h3>Nova sessão exige um responsável</h3><p>O limite continua bloqueado mesmo ao voltar ao menu. Um responsável pode liberar outra sessão usando a senha da conta.</p><button class=""btn primary xl"" data-session-parent>Área dos responsáveis</button><button class=""btn"" data-session-back>Ficar no menu</button></div>',root=>{$('[data-session-parent]',root).onclick=()=>openParentGate(false);$('[data-session-back]',root).onclick=closeModal;});return;}"
onclick,29-game-loop-controls-gamepad.js,pollGamepad,5229,720,"if(sessionLimitSeconds>0&&(Number(state.usage.sessionLockedAt||0)>0||Number(state.usage.sessionSeconds||0)>=sessionLimitSeconds)){state.usage.sessionLockedAt=Number(state.usage.sessionLockedAt||Date.now());saveState(true);openModal('Tempo de jogo concluído','<div class=""parent-gate""><span>⏰</span><h3>Nova sessão exige um responsável</h3><p>O limite continua bloqueado mesmo ao voltar ao menu. Um responsável pode liberar outra sessão usando a senha da conta.</p><button class=""btn primary xl"" data-session-parent>Área dos responsáveis</button><button class=""btn"" data-session-back>Ficar no menu</button></div>',root=>{$('[data-session-parent]',root).onclick=()=>openParentGate(false);$('[data-session-back]',root).onclick=closeModal;});return;}"
onclick,30-pause-tests-public-api-bootstrap.js,stopGame,5244,14,els.playBtn.onclick=()=>startGame(true);els.continueBtn.onclick=()=>startGame(false);
onclick,30-pause-tests-public-api-bootstrap.js,stopGame,5244,58,els.playBtn.onclick=()=>startGame(true);els.continueBtn.onclick=()=>startGame(false);
onclick,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5250,30,"$('[data-resume]',root).onclick=()=>closeModal();"
onclick,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5251,28,"$('[data-life]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();if(player.vehicle)startEngineSound();openLifePanel();};"
onclick,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5252,28,"$('[data-safe]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();recoverPlayerToLastSafe('retorno manual',true);};"
onclick,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5253,28,"$('[data-home]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();returnHome();};"
onclick,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5254,28,"$('[data-menu]',root).onclick=()=>{pauseMenuOpen=false;paused=false;closeModal();stopGame();};"
addEventListener,30-pause-tests-public-api-bootstrap.js,openPauseMenu,5257,23,"els.gameSettingsBtn.addEventListener('contextmenu',e=>e.preventDefault());"
addEventListener,31-neighborhood-world-controller.js,applyRoomWorld,5446,10,"window.addEventListener('otthi:room-changing',()=>{clearRemoteRoomEntities();resetMobilityForRoomChange();});"
addEventListener,31-neighborhood-world-controller.js,applyRoomWorld,5447,10,"window.addEventListener('otthi:room-changed',event=>{if(event.detail?.connected===false)return;applyRoomWorld(event.detail?.room,{toast:event.detail?.previousRoom!==event.detail?.room,teleport:true});});"
addEventListener,31-neighborhood-world-controller.js,applyRoomWorld,5448,10,"window.addEventListener('otthos:mp-status',event=>{const room=event.detail?.room;if(event.detail?.connected&&room&&!appliedRoomId&&running)applyRoomWorld(room,{toast:false,teleport:state.multiplayer.room!==room});});"
addEventListener,31-neighborhood-world-controller.js,applyRoomWorld,5449,10,"window.addEventListener('otthos:houses',()=>{if(!els.modal.hidden&&els.modal.classList.contains('map-modal'))refreshOpenMapAfterResize();updateNavigation(0,true);});"
addEventListener,32-cooperative-missions.js,bindCoopActionButton,5562,103,"function bindCoopActionButton(button,handler){if(!button||typeof handler!=='function')return;button.addEventListener('click',async()=>{if(button.dataset.coopBusy==='1')return;button.dataset.coopBusy='1';button.disabled=true;try{await handler(button);}finally{if(button.isConnected){delete button.dataset.coopBusy;button.disabled=false;}}});}"
addEventListener,32-cooperative-missions.js,openCoopLobby,5681,1258,"openModal('Equipe da missão',`<div class=""coop-lobby""><header><span>${template.icon}</span><div><small>${modeLabel}</small><h3>${template.title}</h3><p>${template.description}</p></div></header>${offline?'<p class=""coop-offline-alert"">Conexão perdida. O progresso sincronizado foi preservado; você pode aguardar a reconexão ou continuar uma cópia solo.</p>':''}<section class=""coop-lobby-members""><b>Equipe ${participants.length}/${record.maxPlayers}</b>${participants.map(item=>`<article><span>${item.uid===record.hostUid?'⭐':'👤'}</span><div><b>${item.name||'Jogador'}</b><small>${coopRoleLabel(item.role)}${item.ready?' • pronto':' • aguardando'}</small></div></article>`).join('')}</section>${running?coopMissionBriefingMarkup(record):`<section><b>Escolha sua função</b><div class=""coop-role-grid"">${roles}</div></section>`}<div class=""modal-actions"">${actions}</div></div>`,root=>{$$('[data-coop-role]',root).forEach(btn=>bindCoopActionButton(btn,()=>selectCoopRole(btn.dataset.coopRole)));bindCo"
addEventListener,32-cooperative-missions.js,openCoopMissionCenter,5687,1269,"openModal('Missões cooperativas',`${active?`${coopMissionBriefingMarkup()}<div class=""modal-actions""><button class=""btn primary"" data-open-active-coop>Abrir missão</button><button class=""btn"" data-coop-gps>Marcar próximo passo no GPS</button></div>`:''}<section class=""coop-center-intro""><span>🤝</span><div><h3>Objetivos para jogar junto</h3><p>Papéis definidos, progresso sincronizado, entrada voluntária e alternativa solo quando faltarem parceiros.</p></div></section><h3 class=""panel-subtitle"">Equipes aguardando neste bairro</h3><div class=""coop-open-lobbies"">${lobbyMarkup}</div><h3 class=""panel-subtitle"">Criar uma missão</h3><div class=""coop-template-grid"">${templates}</div>`,root=>{$$('[data-create-coop]',root).forEach(btn=>bindCoopActionButton(btn,()=>createCooperativeMission(btn.dataset.createCoop,'coop')));$$('[data-create-competitive]',root).forEach(btn=>bindCoopActionButton(btn,()=>createCooperativeMission(btn.dataset.createCompetitive,'competitive')));$$('[data-create-solo]',roo"
addEventListener,32-cooperative-missions.js,openCoopMissionCenter,5687,1351,"openModal('Missões cooperativas',`${active?`${coopMissionBriefingMarkup()}<div class=""modal-actions""><button class=""btn primary"" data-open-active-coop>Abrir missão</button><button class=""btn"" data-coop-gps>Marcar próximo passo no GPS</button></div>`:''}<section class=""coop-center-intro""><span>🤝</span><div><h3>Objetivos para jogar junto</h3><p>Papéis definidos, progresso sincronizado, entrada voluntária e alternativa solo quando faltarem parceiros.</p></div></section><h3 class=""panel-subtitle"">Equipes aguardando neste bairro</h3><div class=""coop-open-lobbies"">${lobbyMarkup}</div><h3 class=""panel-subtitle"">Criar uma missão</h3><div class=""coop-template-grid"">${templates}</div>`,root=>{$$('[data-create-coop]',root).forEach(btn=>bindCoopActionButton(btn,()=>createCooperativeMission(btn.dataset.createCoop,'coop')));$$('[data-create-competitive]',root).forEach(btn=>bindCoopActionButton(btn,()=>createCooperativeMission(btn.dataset.createCompetitive,'competitive')));$$('[data-create-solo]',roo"
addEventListener,32-cooperative-missions.js,createCooperativeMissionWorld,5699,5,"addEventListener('otthi:coop-missions',event=>{coopRemoteMissions={...(event.detail?.missions||{})};const active=activeCoopMission();if(active?.remote&&coopRemoteMissions[active.id]){active.record=coopRemoteMissions[active.id];if(active.record.status==='active'&&!active.runtimePrepared){active.runtimePrepared=true;prepareCoopMissionRuntime();}if(active.record.status==='completed')completeCoopMissionLocal(active.record);updateMissionHUD();}else if(!active){const waiting=Object.values(coopRemoteMissions).filter(m=>m.status==='lobby').length;if(waiting&&Date.now()-Number(state.cooperative.lastLobbyNotice||0)>30000){state.cooperative.lastLobbyNotice=Date.now();toast(`${waiting} equipe(s) cooperativa(s) aguardando neste bairro.`,'good',2600);}}});"
onclick,34-avatar-studio-professional-v3.js,otthiSeededRandom,5900,66,"$$('[data-world-avatar-field]',root).forEach(button=>button.onclick=()=>{const field=button.dataset.worldAvatarField,value=button.dataset.worldAvatarValue;state.avatar={...state.avatar,[field]:worldAvatarSafeChoice(field,value),renderMode:'otthi-world-v3'};$$(`[data-world-avatar-field=""${field}""]`,root).forEach(item=>item.classList.toggle('selected',item===button));applyAvatarCustomization();});"
oninput,34-avatar-studio-professional-v3.js,worldDetailAllowed,5901,64,"$$('[data-world-avatar-color]',root).forEach(input=>input.oninput=()=>{state.avatar={...state.avatar,[input.dataset.worldAvatarColor]:safeAvatarColor(input.value,state.avatar[input.dataset.worldAvatarColor])};applyAvatarCustomization();});"
onclick,34-avatar-studio-professional-v3.js,worldDetailAllowed,5902,59,"$$('[data-avatar-type]',root).forEach(button=>button.onclick=()=>{state.avatar=updateAvatarV2LegacyChoice(state.avatar,button.dataset.avatarType,button.dataset.avatarId);$$(`[data-avatar-type=""${button.dataset.avatarType}""]`,root).forEach(item=>item.classList.toggle('selected',item===button));applyAvatarCustomization();});"
onclick,34-avatar-studio-professional-v3.js,worldDetailAllowed,5903,41,"$('[data-world-avatar-save]',root).onclick=()=>{state.avatar=normalizeAvatarV2({...state.avatar,renderMode:'otthi-world-v3'});setFlag('customizedAvatar');setFlag('otthiWorldAvatarV3');saveState(true);closeModal();toast('Personagem salvo no seu perfil.','good',2000);};"
addEventListener,34-avatar-studio-professional-v3.js,worldDetailAllowed,5904,45,"$('[data-world-avatar-legacy]',root)?.addEventListener('click',legacyOpenAvatarStudio);"
onchange,36-modular-build-machines.js,createHeroPulseVisual,6069,44,"$('[data-world-vehicle-select]',root).onchange=event=>openWorldModularGarage(event.currentTarget.value);"
onclick,36-modular-build-machines.js,createHeroPulseVisual,6070,67,"$$('[data-world-vehicle-field]',root).forEach(button=>button.onclick=()=>{const target=worldVehicleParts(id),field=button.dataset.worldVehicleField,value=button.dataset.worldVehicleValue;target[field]=value;state.vehicles.modularParts[id]=target;$$(`[data-world-vehicle-field=""${field}""]`,root).forEach(item=>item.classList.toggle('selected',item===button));if(vehicle?.group)applyWorldVehicleModulesToGroup(vehicle.group,id);if(player.vehicle&&player.car.id===id)applyWorldVehicleModulesToGroup(vehicleVisual,id);});"
oninput,36-modular-build-machines.js,createHeroPulseVisual,6071,65,"$$('[data-world-vehicle-color]',root).forEach(input=>input.oninput=()=>{const target=worldVehicleParts(id);target[input.dataset.worldVehicleColor]=safeAvatarColor(input.value,target[input.dataset.worldVehicleColor]);state.vehicles.modularParts[id]=target;if(vehicle?.group)applyWorldVehicleModulesToGroup(vehicle.group,id);if(player.vehicle&&player.car.id===id)applyWorldVehicleModulesToGroup(vehicleVisual,id);});"
onclick,36-modular-build-machines.js,activateWorldHeroPower,6072,42,"$('[data-world-vehicle-save]',root).onclick=()=>{saveState(true).finally(()=>syncCloudProgress(true));closeModal();toast('Montagem do veículo salva no mesmo progresso.','good',2200);};"
onclick,36-modular-build-machines.js,activateWorldHeroPower,6073,44,"$('[data-world-vehicle-repair]',root).onclick=()=>{if(typeof repairVehicleV704==='function'){if(repairVehicleV704(vehicle||id))openWorldModularGarage(id);return;}state.vehicles.partDurability[id]=100;if(vehicle?.group)applyWorldVehicleModulesToGroup(vehicle.group,id);if(player.vehicle&&player.car.id===id)applyWorldVehicleModulesToGroup(vehicleVisual,id);saveState(true);openWorldModularGarage(id);toast('Peças reparadas.','good',1600);};"
onclick,37-hero-platform-gameplay.js,openWorldHeroCenter,6091,64,"$$('[data-world-hero-power]',root).forEach(button=>button.onclick=()=>{hero.selectedPower=button.dataset.worldHeroPower;saveState();openWorldHeroCenter();updateWorldHeroHud();});"
onclick,37-hero-platform-gameplay.js,openWorldHeroCenter,6092,38,"$('[data-world-hero-use]',root).onclick=()=>{closeModal();activateWorldHeroPower();};"
onclick,37-hero-platform-gameplay.js,openWorldHeroCenter,6093,44,"$('[data-world-hero-challenge]',root).onclick=()=>{closeModal();startWorldHeroChallenge();};"
onclick,37-hero-platform-gameplay.js,ensureWorldHeroHud,6119,331,"if(document.getElementById('worldHeroBtn'))return;const button=document.createElement('button');button.id='worldHeroBtn';button.className='world-hero-action';button.type='button';button.setAttribute('aria-label','Usar poder OTTHI');button.innerHTML='<b data-world-hero-icon>⚡</b><span data-world-hero-energy>100</span>';button.onclick=()=>activateWorldHeroPower();document.getElementById('game')?.appendChild(button);"
onclick,38-otthi-world-integration-bootstrap.js,bootstrapOtthiWorldShell,6134,106,ensureOtthiWorldState();injectOtthiWorldButtons();ensureWorldHeroHud();if(els.avatarBtn)els.avatarBtn.onclick=openAvatarStudio;
addEventListener,38-otthi-world-integration-bootstrap.js,bootstrapOtthiWorldShell,6139,10,"window.addEventListener('otthi:cloud-progress-merged',()=>{ensureOtthiWorldState();if(playerModel)applyAvatarCustomization();});"
