occurrence,module,functionBoundaryOwner,line,column,snippet
85,40-world-evolution-v702.js,worldLayoutPoint,109,238,"window.OTTHI_WORLD_V702={state:()=>ensureWorldEvolutionState(),initialize:initializeWorldEvolution,terrainHeight:professionalTerrainHeightAt,farm:()=>[...WORLD_V702.farmPlots.values()].map(p=>({id:p.id,...farmPlotRecord(p.id)})),dig:()=>[...WORLD_V702.digSites.keys()],citizens:()=>WORLD_V702.citizens.map(n=>({id:n.id,name:n.name,theme:n.theme})),diagnostics:()=>({version:704,initialized:WORLD_V702.initialized,swimming:!!player.swimming,farmPlots:WORLD_V702.farmPlots.size,digSites:WORLD_V702.digSites.size,citizens:WORLD_V702.citizens.length,waterLayers:WORLD_V702.waterLayers.length})};"
86,40-world-evolution-v702.js,worldLayoutPoint,109,283,"window.OTTHI_WORLD_V702={state:()=>ensureWorldEvolutionState(),initialize:initializeWorldEvolution,terrainHeight:professionalTerrainHeightAt,farm:()=>[...WORLD_V702.farmPlots.values()].map(p=>({id:p.id,...farmPlotRecord(p.id)})),dig:()=>[...WORLD_V702.digSites.keys()],citizens:()=>WORLD_V702.citizens.map(n=>({id:n.id,name:n.name,theme:n.theme})),diagnostics:()=>({version:704,initialized:WORLD_V702.initialized,swimming:!!player.swimming,farmPlots:WORLD_V702.farmPlots.size,digSites:WORLD_V702.digSites.size,citizens:WORLD_V702.citizens.length,waterLayers:WORLD_V702.waterLayers.length})};"
87,40-world-evolution-v702.js,worldLayoutPoint,109,310,"window.OTTHI_WORLD_V702={state:()=>ensureWorldEvolutionState(),initialize:initializeWorldEvolution,terrainHeight:professionalTerrainHeightAt,farm:()=>[...WORLD_V702.farmPlots.values()].map(p=>({id:p.id,...farmPlotRecord(p.id)})),dig:()=>[...WORLD_V702.digSites.keys()],citizens:()=>WORLD_V702.citizens.map(n=>({id:n.id,name:n.name,theme:n.theme})),diagnostics:()=>({version:704,initialized:WORLD_V702.initialized,swimming:!!player.swimming,farmPlots:WORLD_V702.farmPlots.size,digSites:WORLD_V702.digSites.size,citizens:WORLD_V702.citizens.length,waterLayers:WORLD_V702.waterLayers.length})};"
88,40-world-evolution-v702.js,worldLayoutPoint,109,365,"window.OTTHI_WORLD_V702={state:()=>ensureWorldEvolutionState(),initialize:initializeWorldEvolution,terrainHeight:professionalTerrainHeightAt,farm:()=>[...WORLD_V702.farmPlots.values()].map(p=>({id:p.id,...farmPlotRecord(p.id)})),dig:()=>[...WORLD_V702.digSites.keys()],citizens:()=>WORLD_V702.citizens.map(n=>({id:n.id,name:n.name,theme:n.theme})),diagnostics:()=>({version:704,initialized:WORLD_V702.initialized,swimming:!!player.swimming,farmPlots:WORLD_V702.farmPlots.size,digSites:WORLD_V702.digSites.size,citizens:WORLD_V702.citizens.length,waterLayers:WORLD_V702.waterLayers.length})};"
89,05a-world-layout-v704.js,worldLayoutStructure,111,87,"function worldLayoutStructure(id){const item=WORLD_LAYOUT_V704.structures.find(entry=>entry.id===id);if(!item)return null;const p=item.point?worldLayoutPoint(item.point):item;return{...item,x:Number(item.x??p.x),z:Number(item.z??p.z)};}"
90,05a-world-layout-v704.js,v704RoadAt,115,99,"function v704RoadAt(x,z,margin=0,includeSidewalk=false){return WORLD_LAYOUT_V704.roads.some(road=>v704PointInRect({x,z},v704RoadFootprint(road,includeSidewalk),margin));}"
91,05a-world-layout-v704.js,v704ZoneAt,116,94,"function v704ZoneAt(x,z,margin=0){return Object.values(WORLD_LAYOUT_V704.zones).filter(zone=>v704PointInRect({x,z},zone,margin)).map(zone=>zone.id);}"
92,05a-world-layout-v704.js,v704ZoneAt,116,140,"function v704ZoneAt(x,z,margin=0){return Object.values(WORLD_LAYOUT_V704.zones).filter(zone=>v704PointInRect({x,z},zone,margin)).map(zone=>zone.id);}"
93,05a-world-layout-v704.js,v704ProtectedRectangles,118,85,function v704ProtectedRectangles(){return WORLD_LAYOUT_V704.structures.filter(item=>item.kind!=='sport-inner'&&item.kind!=='construction').map(item=>worldLayoutStructure(item.id));}
94,05a-world-layout-v704.js,v704ProtectedRectangles,118,150,function v704ProtectedRectangles(){return WORLD_LAYOUT_V704.structures.filter(item=>item.kind!=='sport-inner'&&item.kind!=='construction').map(item=>worldLayoutStructure(item.id));}
95,13a-sports-kart-v704.js,v704ProtectedRectangles,118,164,"registerInteractable({id:'kart-race-v704',type:'kart',icon:'🏁',label:'Kartódromo — iniciar corrida',x:entrance.x,z:entrance.z,radius:3.4,priority:174,action:()=>startKartRaceV704()});createSignpost(entrance.x,entrance.z+1.2,'Kartódromo OTTHI',Math.PI);return kart;"
96,05a-world-layout-v704.js,v704ReservedAt,119,126,"function v704ReservedAt(x,z,margin=0){if(v704RoadAt(x,z,margin,true))return true;return v704ProtectedRectangles().some(rect=>v704PointInRect({x,z},rect,Number(rect.margin||0)+margin));}"
97,05a-world-layout-v704.js,v704BuildAllowedAt,120,259,"function v704BuildAllowedAt(x,z,w=1.5,d=1.5){const zone=WORLD_LAYOUT_V704.zones.construction,rect={x,z,w,d};if(x-w/2<zone.x-zone.w/2||x+w/2>zone.x+zone.w/2||z-d/2<zone.z-zone.d/2||z+d/2>zone.z+zone.d/2)return false;return !WORLD_LAYOUT_V704.roads.some(road=>v704RectOverlap(rect,v704RoadFootprint(road,true),.25));}"
98,13a-sports-kart-v704.js,v704NearestConstructionSlot,121,192,"const k=SPORTS_V704.kart;if(!k)return;if(k.active){toast('A corrida já está em andamento.','warn');return;}let kart=currentVehicleRef?.();if(!kart||kart.kind!=='kart'){kart=k.karts.find(v=>!v.occupied)||k.karts[0];enterVehicle(kart);}if(!player.vehicle||currentVehicleRef?.()?.kind!=='kart'){toast('Entre em um kart para correr.','warn');return;}"
99,05a-world-layout-v704.js,safeLegacyAvatarChoice,124,61,"const problems=[],roads=WORLD_LAYOUT_V704.roads.map(road=>v704RoadFootprint(road,true)),structures=WORLD_LAYOUT_V704.structures.map(item=>worldLayoutStructure(item.id)),bounds=WORLD_LAYOUT_V704.bounds;"
100,05a-world-layout-v704.js,safeLegacyAvatarChoice,124,141,"const problems=[],roads=WORLD_LAYOUT_V704.roads.map(road=>v704RoadFootprint(road,true)),structures=WORLD_LAYOUT_V704.structures.map(item=>worldLayoutStructure(item.id)),bounds=WORLD_LAYOUT_V704.bounds;"
101,39-gm-admin-panel.js,updateKartRaceV704,127,644,"openModal('Acesso administrativo',`<div class=""gm-access-gate""><div class=""gm-access-shield"">🛡️</div><p>Área exclusiva do GM do OTTHI World.</p><label class=""field""><span>Código de acesso</span><input data-gm-access-code type=""password"" maxlength=""16"" autocomplete=""off"" inputmode=""text"" ${wait?'disabled':''}></label><p class=""account-error"" data-gm-access-error ${wait?'':'hidden'}>${wait?`Aguarde ${Math.ceil(wait/1000)} segundos antes de tentar novamente.`:''}</p><button class=""btn primary xl"" data-gm-access-submit ${wait?'disabled':''}>Verificar acesso</button><button class=""btn"" data-gm-access-cancel>Cancelar</button></div>`,root=>{"
102,39-gm-admin-panel.js,defaultAvatarV2,129,30,const showError=message=>{error.textContent=message;error.hidden=false;submit.disabled=false;submit.textContent='Verificar acesso';input.disabled=false;input.select();};
103,39-gm-admin-panel.js,defaultAvatarV2,130,27,const verify=async()=>{if(Date.now()<gmAttemptBlockedUntil){showError('Acesso temporariamente bloqueado por tentativas incorretas.');return;}if(String(input.value||'')!==gmAccessCode()){gmFailedAttempts++;if(gmFailedAttempts>=5){gmAttemptBlockedUntil=Date.now()+60000;gmFailedAttempts=0;}showError('Código administrativo incorreto.');return;}submit.disabled=true;input.disabled=true;submit.textContent='Confirmando conta GM…';try{const connection=await ensureAccountConnection();if(!connection.ok)throw new Error(connection.error);const account=connection.backend.accountStatus?.()||{};if(account.anonymous)throw new Error('Entre primeiro em “Minha conta”. O painel GM precisa de uma conta vinculada.');const authorization=await connection.backend.isCurrentUserGM?.(true);if(!authorization?.ok)throw new Error(authorization?.error||'Não foi possível verificar a permissão GM.');if(!authorization.allowed)throw new Error(`Esta conta ainda não está autorizada como GM. UID: ${authorization.uid}. No Fir
104,39-gm-admin-panel.js,normalizeAvatarV2,131,85,"submit.addEventListener('click',verify);input.addEventListener('keydown',event=>{if(event.key==='Enter'){event.preventDefault();verify();}});root.querySelector('[data-gm-access-cancel]').addEventListener('click',closeModal);setTimeout(()=>input?.focus(),80);"
105,39-gm-admin-panel.js,normalizeAvatarV2,131,244,"submit.addEventListener('click',verify);input.addEventListener('keydown',event=>{if(event.key==='Enter'){event.preventDefault();verify();}});root.querySelector('[data-gm-access-cancel]').addEventListener('click',closeModal);setTimeout(()=>input?.focus(),80);"
106,13a-sports-kart-v704.js,normalizeAvatarV2,132,34,"const aiProgresses=k.ai.map(a=>a.lap+(a.angle%(Math.PI*2))/(Math.PI*2)),aiProgress=Math.max(...aiProgresses),playerProgress=k.lap+k.expected/4,position=1+aiProgresses.filter(progress=>progress>playerProgress).length;v704SetRaceHud('🏁 Kart OTTHI',`Volta ${Math.min(k.lap+1,3)}/3 • P${Math.min(position,4)}`);v704PublishSport({type:'kart',lap:k.lap,expected:k.expected,position});"
107,13a-sports-kart-v704.js,normalizeAvatarV2,132,187,"const aiProgresses=k.ai.map(a=>a.lap+(a.angle%(Math.PI*2))/(Math.PI*2)),aiProgress=Math.max(...aiProgresses),playerProgress=k.lap+k.expected/4,position=1+aiProgresses.filter(progress=>progress>playerProgress).length;v704SetRaceHud('🏁 Kart OTTHI',`Volta ${Math.min(k.lap+1,3)}/3 • P${Math.min(position,4)}`);v704PublishSport({type:'kart',lap:k.lap,expected:k.expected,position});"
108,05a-world-layout-v704.js,handleActiveSportActionV704,136,119,"const water=[WORLD_LAYOUT_V704.zones.lake,WORLD_LAYOUT_V704.zones.lakeNorth];for(const item of structures.filter(s=>!['terrain'].includes(s.kind)))for(const hazard of water)if(v704RectOverlap(item,hazard,.1))problems.push({type:'structure-in-water',a:item.id,b:hazard.id});"
109,39-gm-admin-panel.js,stopSportV704,136,23,const recordTap=()=>{const now=Date.now();if(now<gmTapLockedUntil)return;gmTapTimes=gmTapTimes.filter(time=>now-time<=GM_TAP_WINDOW_MS);gmTapTimes.push(now);if(gmTapTimes.length>=5){gmTapTimes=[];gmTapLockedUntil=now+1200;openGMAccessGate();}};
110,39-gm-admin-panel.js,stopSportV704,136,111,const recordTap=()=>{const now=Date.now();if(now<gmTapLockedUntil)return;gmTapTimes=gmTapTimes.filter(time=>now-time<=GM_TAP_WINDOW_MS);gmTapTimes.push(now);if(gmTapTimes.length>=5){gmTapTimes=[];gmTapLockedUntil=now+1200;openGMAccessGate();}};
111,39-gm-admin-panel.js,stopSportV704,137,93,"signature.addEventListener('click',recordTap);signature.addEventListener('keydown',event=>{if(event.key==='Enter'||event.key===' '){event.preventDefault();recordTap();}});"
112,39-gm-admin-panel.js,stopSportV704,138,46,"document.addEventListener('keydown',event=>{if(event.key==='Escape'&&gmPanel&&!gmPanel.hidden)closeGMPanel();});"
113,39-gm-admin-panel.js,v704ActualHouseRect,140,60,ensureGMState();registerGMHiddenTrigger();dbReady.then(()=>ensureGMState()).catch(()=>{});
114,39-gm-admin-panel.js,v704ActualHouseRect,140,87,ensureGMState();registerGMHiddenTrigger();dbReady.then(()=>ensureGMState()).catch(()=>{});
115,39-gm-admin-panel.js,v704PublishSport,141,142,"window.OTTHI_GM_PANEL=Object.freeze({openAccess:openGMAccessGate,close:closeGMPanel,refresh:gmRefreshPanel,queueGrant:queueGMGrant,state:()=>({users:gmUsers.length,selectedUid:gmSelectedUid,open:!!gmPanel&&!gmPanel.hidden})});"
116,05a-world-layout-v704.js,v704PublishSport,142,61,"const problems=[],roads=WORLD_LAYOUT_V704.roads.map(road=>v704RoadFootprint(road,true)),protectedRects=v704ProtectedRectangles(),houses=(world?.houses||[]).map(v704ActualHouseRect).filter(Boolean),vehicles=world?.vehicles||[],hazards=world?.hazards||[];"
117,05a-world-layout-v704.js,updateWorldSportsV704,143,38,"const add=(type,a,b='',detail='')=>problems.push({type,a:String(a||''),b:String(b||''),detail:String(detail||'')});"
118,13a-sports-kart-v704.js,updateWorldSportsV704,145,235,"window.OTTHI_SPORTS_V704={create:createSportsComplexV704,createKart:createKartCircuitV704,startFootball:startFootballV704,startCourt:startCourtV704,startKart:startKartRaceV704,stop:stopSportV704,update:updateWorldSportsV704,state:()=>({active:SPORTS_V704.active?.type||'',football:SPORTS_V704.football?{score:[...SPORTS_V704.football.score],time:SPORTS_V704.football.time}:null,kart:SPORTS_V704.kart?{active:SPORTS_V704.kart.active,lap:SPORTS_V704.kart.lap,expected:SPORTS_V704.kart.expected}:null})};"
119,05a-world-layout-v704.js,updateWorldSportsV704,147,55,"const protectedGameplay=protectedRects.filter(rect=>['sport','kart','farm','castle'].includes(rect.kind));for(const collider of world?.colliders||[]){const rect={x:Number(collider.x),z:Number(collider.z),w:Number(collider.w),d:Number(collider.d)};if(!Number.isFinite(rect.x)||collider.sportsV704||collider.kartV704)continue;for(const protectedRect of protectedGameplay)if(v704RectOverlap(rect,protectedRect,.15))add('collider-in-protected-area',collider.houseId||collider.buildId||collider.landmark||'collider',protectedRect.id);}"
120,05a-world-layout-v704.js,updateWorldSportsV704,151,49,"const names={};worldGroup?.traverse?.(object=>{const name=String(object.name||'');if(name)names[name]=(names[name]||0)+1;});for(const name of['OTTHI_V702_FARM','OTTHI_V702_MOUNTAIN','OTTHI_V704_SPORTS','OTTHI_V704_KART'])if((names[name]||0)>1)add('duplicate-world-system',name,String(names[name]));"
121,00a-visual-foundation-avatar-v2.js,createAvatarRigFoundation,324,40,"const socket=(parent,name,position)=>{"
122,01-build-persistence.js,normalizeBuildList,384,55,"(Array.isArray(list)?list:[]).forEach((item,index)=>{"
123,01-build-persistence.js,normalizeBuildList,389,41,"return [...byId.values()].sort((a,b)=>Number(a.createdAt||0)-Number(b.createdAt||0));"
124,01-build-persistence.js,normalizeBuildTombstones,393,47,(Array.isArray(list)?list:[]).forEach(item=>{
125,01-build-persistence.js,normalizeBuildTombstones,398,41,"return [...byId.values()].sort((a,b)=>a.removedAt-b.removedAt).slice(-300);"
126,01-build-persistence.js,applyBuildTombstones,402,72,"const removed=new Map(normalizeBuildTombstones(tombstones).map(item=>[item.id,item.removedAt]));"
127,01-build-persistence.js,applyBuildTombstones,403,50,return normalizeBuildList(builds).filter(item=>!removed.has(item.id)||Number(item.updatedAt||item.createdAt||0)>Number(removed.get(item.id)||0));
128,01-build-persistence.js,mergeEntityCollections,410,99,"[...(Array.isArray(local)?local:[]),...(Array.isArray(remote)?remote:[])].forEach((item,index)=>{"
129,01-build-persistence.js,mergeEntityCollections,435,27,const defaultState = () => ({
130,02-state-save-cloud-account.js,loadState,584,50,dbReady = window.OTTHOS_DB.load().then(saved => {
131,02-state-save-cloud-account.js,loadState,595,20,"}).catch(error => { console.warn('IndexedDB indisponível; usando armazenamento local.', error); return state; });"
132,02-state-save-cloud-account.js,loadState,596,58,window.OTTHOS_DB.requestPersistentStorage().catch(() => false);
133,02-state-save-cloud-account.js,commitState,608,33,? lastSavePromise.catch(()=>true).then(()=>window.OTTHOS_DB.save(snapshot)).catch(error => {
134,02-state-save-cloud-account.js,commitState,608,48,? lastSavePromise.catch(()=>true).then(()=>window.OTTHOS_DB.save(snapshot)).catch(error => {
135,02-state-save-cloud-account.js,commitState,608,95,? lastSavePromise.catch(()=>true).then(()=>window.OTTHOS_DB.save(snapshot)).catch(error => {
136,02-state-save-cloud-account.js,commitState,614,31,lastSavePromise.finally(()=>{syncCloudProgress(false);syncGameAccount(false);});
137,02-state-save-cloud-account.js,mergeCloudProgress,656,93,"safeLocalSet(STORAGE_KEY,JSON.stringify(state));window.OTTHOS_DB?.save?.(state).catch(()=>{});if(worldGroup&&world?.builds)reconcileWorldBuilds();updatePlayerNameUI();updateHUD();updateLobbyStats();toast('Progresso recuperado do Firebase sem apagar construções locais.','good',2300);return true;"
138,02-state-save-cloud-account.js,accountPromptWasHandled,661,95,"function accountPromptWasHandled(){return Object.entries(state.flags||{}).some(([key,value])=>/^accountPromptedV\d+$/.test(key)&&value===true);}"
139,02-state-save-cloud-account.js,accountStatusText,665,31,return new Promise(resolve=>{
140,02-state-save-cloud-account.js,accountStatusText,667,25,"const finish=value=>{if(done)return;done=true;clearTimeout(timer);window.removeEventListener('otthos:rtdb-ready',ready);resolve(value);};"
141,02-state-save-cloud-account.js,accountStatusText,668,21,"const ready=()=>finish(window.OTTHOS_RTDB||null),timer=setTimeout(()=>finish(window.OTTHOS_RTDB||null),timeout);"
142,02-state-save-cloud-account.js,accountStatusText,668,75,"const ready=()=>finish(window.OTTHOS_RTDB||null),timer=setTimeout(()=>finish(window.OTTHOS_RTDB||null),timeout);"
143,02-state-save-cloud-account.js,syncGameAccount,682,22,const run=async()=>{
144,02-state-save-cloud-account.js,openAccountForm,743,1330,"openModal(creating?'Criar conta do jogo':'Entrar na conta',`<div class=""account-form""><div class=""account-shield"">🔐</div><p>${creating?'Um responsável pode ajudar. A senha não é gravada; ela protege o progresso antes de enviá-lo.':'Use o mesmo usuário e senha cadastrados no outro aparelho.'}</p>${creating?'<label class=""field""><span>Nome que aparece no jogo</span><input data-account-display maxlength=""18"" autocomplete=""nickname"" value=""'+escapeHtml(state.profile.name||'')+'"" placeholder=""Ex.: Luna""></label>':''}<label class=""field""><span>Usuário da conta</span><input data-account-user maxlength=""20"" autocapitalize=""none"" autocomplete=""username"" spellcheck=""false"" placeholder=""Ex.: luna_azul""></label><label class=""field""><span>Senha</span><input data-account-password type=""password"" maxlength=""64"" autocomplete=""${creating?'new-password':'current-password'}"" placeholder=""Mínimo de 6 caracteres""></label>${creating?'<label class=""field""><span>Repita a senha</span><input data-account-confir"
